,game_title, genre, platforms, developers,release_year,release_month,release_day,average_metascore_ratings
1711,Blackwood Crossing,General|Adventure,Xbox One|PC|PlayStation 4,PaperSeven,2017,4,5,74.0
1712,Tales From The Borderlands: Episode 2 - Atlas Mugged,General|Adventure,Xbox One|iPhone/iPad|PC|PlayStation 3|PlayStation 4|Xbox 360,Telltale Games,2015,3,17,78.0
1713,MechaNika,Point-and-Click|Adventure,Xbox One|iPhone/iPad|PC|Switch,Mango Protocol,2018,11,9,77.0
1714,Truberbrook,General|Adventure,Xbox One|PC|PlayStation 4|Switch,btf,2019,4,17,70.0
1715,The Mooseman,General|Adventure,Xbox One|PC|PlayStation 4|Switch,Vladimir Beletsky,2018,7,18,72.5
1716,Eventide: Slavic Fable,Hidden Object|Point-and-Click|Puzzle|Adventure,Xbox One|PC|PlayStation 4,The House Of Fables,2016,9,23,73.0
1717,Minecraft: Story Mode Season Two - Episode 5: Above and Beyond,Point-and-Click|Adventure,Xbox One|iPhone/iPad|PC|PlayStation 4,Telltale Games,2017,12,19,72.5
1718,Agatha Knife,Point-and-Click|Adventure,Xbox One|PC|Switch,Mango Protocol,2018,4,27,71.0
1719,Demetrios - The BIG Cynical Adventure,Point-and-Click|Adventure,Xbox One|PC|PlayStation 4|PlayStation Vita|Switch,COWCAT,2017,8,2,66.0
1720,Minecraft: Story Mode Season Two - Episode 4: Below the Bedrock,Point-and-Click|Adventure,Xbox One|iPhone/iPad|PC|PlayStation 4,Telltale Games,2017,11,7,72.0
1721,Anodyne,General|Adventure,Xbox One|iPhone/iPad|PC|PlayStation 4|Switch,Epiphany Games| Analgesic Productions,2018,9,21,72.5
1722,Rush: A Disney / Pixar Adventure,Party / Minigame|General|Adventure|Miscellaneous,Xbox One|PC|Xbox 360,Asobo Studio,2017,10,31,68.0
1723,Claire: Extended Cut,General|Adventure,Xbox One|PlayStation 4|PlayStation Vita,Hailstorm Games Inc,2016,9,6,67.0
1724,Silence: The Whispered World 2,General|Adventure,Xbox One|PC|PlayStation 4|Switch,Daedalic Entertainment,2016,11,15,70.5
1725,Adventure Time: Finn and Jake Investigations,Third-Person|3D|Adventure,Xbox One|3DS|PC|PlayStation 3|PlayStation 4|Wii U|Xbox 360,Vicious Cycle,2015,10,20,66.0
1726,Nevermind,Action Adventure|First-Person|3D|Linear|Adventure,Xbox One|PC,Flying Mollusk,2017,1,11,65.0
1727,Three Fourths Home: Extended Edition,Text|General|Adventure,Xbox One|PC|PlayStation 4|PlayStation Vita|Switch,[bracket]games,2015,11,27,69.0
1728,Wenjia,General|Adventure,Xbox One|iPhone/iPad|PC,E-Home Entertainment| E-Home Entertainment Development Co.| Ltd,2018,9,21,63.0
1729,Sylvio,First-Person|3D|Adventure,Xbox One|PC|PlayStation 4,Stroboskop,2017,1,13,61.5
1730,Subject 13,General|Adventure,Xbox One|PC|PlayStation 4,Paul Cuisset,2017,1,31,59.0
1731,Symmetry,General|Adventure,Xbox One|PC|PlayStation 4|Switch,Sleepless Clinic,2018,2,23,57.0
1732,'n Verlore Verstand,First-Person|3D|Adventure,Xbox One|PC|PlayStation 4|Switch,Skobbejak Games,2017,4,21,57.0
1733,Your Toy,First-Person|3D|Adventure,Xbox One|PlayStation 4|Switch,Viva Games,2017,11,17,55.0
1734,Elea - Episode 1,General|Adventure,Xbox One|PC,Kyodai| Kyodai Ltd.,2018,9,6,53.0
1735,DreamBreak,Point-and-Click|Adventure,Xbox One|PC|PlayStation 4,Digerati Distribution,2017,9,15,52.0
1736,Unknown Fate,First-Person|3D|Adventure,Xbox One|PC|PlayStation 4|Switch,Marslit Games,2019,4,24,47.0
1737,Bring to Light,First-Person|3D|Adventure,Xbox One|PC|PlayStation 4,Red Meat Games,2019,5,24,43.0
1738,SEUM: Speedrunners from Hell,First-Person|Arcade|Shooter|Action,Xbox One|PC|PlayStation 4,Pine Studio,2017,9,22,77.0
1739,Magnetic: Cage Closed,Sci-Fi|First-Person|3D|Adventure,Xbox One|PC,Guru Games,2015,8,28,59.0
1740,Bomber Crew,Flight|Simulation|Combat,Xbox One|PC|PlayStation 4|Switch,Runner Duck,2018,7,10,74.6
1741,Flying Tigers: Shadows Over China,Flight|Simulation|Combat,Xbox One|PC,Ace Maddox,2018,1,12,67.0
1742,Land It!,Flight|Civilian|Simulation,Xbox One|iPhone/iPad|PC,Nemesys,2016,6,22,65.0
1743,Forza Horizon 4,Automobile|Simulation|Racing,Xbox One|PC,Playground Games,2018,9,28,90.0
1744,Forza Horizon 3,Automobile|Simulation|Racing,Xbox One|PC,Playground Games,2016,9,23,88.5
1745,Forza Motorsport 6,GT / Street|Driving|Automobile|Simulation|Racing,Xbox One|PC,Turn 10,2015,9,15,87.0
1746,Forza Horizon 3: Blizzard Mountain,Automobile|Simulation|Racing,Xbox One|PC,Playground Games,2016,12,13,87.0
1747,Forza Horizon 3: Hot Wheels,Automobile|Simulation|Racing,Xbox One|PC,Playground Games,2017,5,9,87.0
1748,Forza Horizon 2,GT / Street|Driving|Automobile|Simulation|Racing,Xbox One|Xbox 360,Playground Games,2014,9,30,86.0
1749,Forza Motorsport 7,Automobile|Simulation|Racing,Xbox One|PC,Turn 10,2017,9,29,84.0
1750,Forza Horizon 4: Fortune Island,Automobile|Simulation|Racing,Xbox One,Playground Games,2018,12,13,85.0
1751,Forza Horizon 2: Storm Island,GT / Street|Driving|Automobile|Simulation|Racing,Xbox One,Playground Games,2014,12,16,82.0
1752,Project CARS: Game of the Year Edition,Automobile|Simulation|Racing,Xbox One|PC|PlayStation 4,Slightly Mad Studios,2016,5,6,80.0
1753,Forza Motorsport 5,GT / Street|Driving|Automobile|Simulation|Racing,Xbox One,Turn 10,2013,11,22,79.0
1754,Forza Horizon 4: LEGO Speed Champions,Automobile|Simulation|Racing,Xbox One|PC,Playground Games,2019,6,13,78.0
1755,Roundabout,Driving|Arcade|Mission-based|Automobile|Racing,Xbox One|PC|PlayStation 4|PlayStation Vita,No Goblin,2015,2,20,74.0
1756,MX Nitro,Automobile|Arcade|Racing,Xbox One|PC|PlayStation 4,Miniclip,2017,2,14,69.0
1757,Riptide GP2,Driving|Other|Arcade|Snow / Water|Racing,Xbox One|iPhone/iPad|PC|PlayStation 4,Vector Unit Inc.,2015,1,23,73.0
1758,Forza Horizon 2 Presents Fast & Furious,Automobile|Simulation|Racing,Xbox One|Xbox 360,Playground Games,2015,3,27,61.0
1759,Pumped BMX +,Other|Arcade|Racing,Xbox One|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U,Yeah Us!,2015,9,18,56.0
1760,Quantum Rush Champions,Futuristic|Arcade|Racing,Xbox One|PC,GameArt Studio GmbH,2015,6,19,54.0
1761,Pumped BMX Pro,Automobile|Arcade|Racing,Xbox One|PC|Switch,Yeah Us!,2019,2,7,54.5
1762,Spectra: 8bit Racing,Automobile|Driving|Arcade|Racing,Xbox One|PC,Gateway Interactive,2015,7,10,52.0
1763,LocoCycle,Driving|Arcade|Automobile|General|Racing,Xbox One|PC|Xbox 360,Twisted Pixel Games,2013,11,22,48.0
1764,Super Toy Cars,Automobile|Arcade|Racing,Xbox One|PC|PlayStation 4|Switch|Wii U,Eclipse Games,2015,9,4,52.33
1765,Super Street: The Game,Automobile|Simulation|Racing,Xbox One|PC|PlayStation 4,Motor Trend Group,2018,9,11,37.0
1766,Rock 'N Racing Grand Prix,Other|Arcade|Racing,Xbox One|PlayStation 4|Switch|Wii U,EnjoyUp Games,2016,5,13,37.0
1767,Super Night Riders,Automobile|Arcade|Racing,Xbox One|PC|PlayStation 4,neko.works,2016,5,18,36.0
1768,Halo Wars: Definitive Edition,Strategy|Real-Time|General,Xbox One|PC,Microsoft Game Studios| Microsoft,2017,2,21,81.0
1769,Halo Wars 2,Strategy|Real-Time|General,Xbox One|PC,Creative Assembly,2017,2,17,74.5
1770,Dungeon of the Endless,Strategy|Real-Time|General,Xbox One|iPhone/iPad|PC,Amplitude Studios,2016,3,16,79.4
1771,Gigantic,MOBA|Strategy|Real-Time,Xbox One|PC,Motiga,2017,7,20,75.0
1772,Sudden Strike 4: European Battlefields Edition,Strategy|Real-Time|General,Xbox One,Kite Games,2018,5,25,73.0
1773,Starpoint Gemini 2,Strategy|Real-Time|General,Xbox One|PC,Little Green Men,2015,12,11,70.5
1774,Kaiju Panic,Strategy|Real-Time|Command,Xbox One|PC,Mechabit Ltd,2015,10,9,64.0
1775,Hero Defense,Defense|Strategy|Real-Time,Xbox One|PC|PlayStation 4,Happy Tuesday,2018,8,15,62.0
1776,We Are The Dwarves,Strategy|Real-Time|General,Xbox One|PC|PlayStation 4,Whale Rock Games,2017,2,24,60.0
1777,Constructor,Strategy|Real-Time|General,Xbox One|PC|PlayStation 4,System 3,2017,7,25,53.0
1778,NieR: Automata - Become as Gods Edition,Action RPG|Role-Playing,Xbox One,PlatinumGames,2018,6,26,90.0
1779,Path of Exile: The Fall of Oriath,Action RPG|Role-Playing,Xbox One|PC,Grinding Gear Games,2017,8,24,83.0
1780,Operencia: The Stolen Sun,Action RPG|Role-Playing,Xbox One|PC,Zen Studios,2019,3,29,79.5
1781,Hand of Fate,Board / Card Game|Role-Playing|Miscellaneous|General,Xbox One|PC|PlayStation 4,Defiant Development,2015,2,18,79.0
1782,Ashen,Action RPG|Role-Playing,Xbox One|PC,A44,2018,12,7,80.0
1783,Victor Vran,Action RPG|Role-Playing,Xbox One|PC|PlayStation 4,Haemimont Games,2017,5,30,76.0
1784,Quest of Dungeons,Role-Playing|Roguelike|General,Xbox One|3DS|iPhone/iPad|PC|PlayStation 4|Switch|Wii U,Upfall Studios,2015,9,4,72.0
1785,Crawl,Action RPG|Role-Playing|General,Xbox One|PC|PlayStation 4|Switch,Powerhoof,2017,4,11,79.0
1786,Stories of Bethem: Full Moon,Action RPG|Role-Playing,Xbox One|iPhone/iPad|PC,GuGames DEV,2016,9,2,75.0
1787,Black Desert,Massively Multiplayer|Role-Playing,Xbox One,Pearl Abyss,2019,3,4,75.0
1788,Saturday Morning RPG,Japanese-Style|Role-Playing,Xbox One|iPhone/iPad|PC|PlayStation 4|PlayStation Vita|Switch,Mighty Rabbit Studios,2016,10,26,72.0
1789,Pharaonic,Action RPG|Role-Playing,Xbox One|PC|PlayStation 4,Milkstone Studios,2016,7,13,71.0
1790,Anima: Gate of Memories - The Nameless Chronicles,Action RPG|Role-Playing,Xbox One|PC|PlayStation 4|Switch,Anima Project,2018,6,19,71.0
1791,Nine Parchments,Action RPG|Role-Playing,Xbox One|PC|PlayStation 4|Switch,Frozenbyte| Inc.,2018,3,7,68.5
1792,Stranger of Sword City,Role-Playing|General,Xbox One|PC|PlayStation Vita,Experience Inc.,2016,3,22,70.5
1793,Dragon Age: Inquisition - Jaws Of Hakkon,Western-Style|Action RPG|Role-Playing,Xbox One|PC|PlayStation 3|PlayStation 4,BioWare,2015,3,24,72.0
1794,The Incredible Adventures of Van Helsing III,Action RPG|Role-Playing,Xbox One|PC,NeocoreGames,2017,12,29,67.0
1795,Sea of Thieves,Massively Multiplayer|Role-Playing,Xbox One|PC,Rare Ltd.,2018,3,20,68.0
1796,Neverwinter,Massively Multiplayer|Massively Multiplayer Online|Role-Playing|Fantasy,Xbox One|PC|PlayStation 4,Cryptic Studios,2015,3,31,70.0
1797,The Incredible Adventures of Van Helsing II,Action RPG|Role-Playing,Xbox One|PC|PlayStation 4,NeocoreGames,2016,7,1,71.5
1798,Lovecraft's Untold Stories,Role-Playing|Roguelike,Xbox One|PC|PlayStation 4|Switch,BadLand Publishing,2019,5,10,65.0
1799,Runestone Keeper,Role-Playing|Roguelike,Xbox One|iPhone/iPad|PC|PlayStation 4,E-Home Entertainment| E-Home Entertainment Developerment Co.| Ltd,2018,4,25,63.0
1800,Phantom Trigger,Action Adventure|Action RPG|Role-Playing|Linear,Xbox One|PC|PlayStation 4|Switch,Bread Team,2018,4,20,61.5
1801,Fallout 4: Wasteland Workshop,Western-Style|Role-Playing,Xbox One|PC|PlayStation 4,Bethesda Game Studios,2016,4,12,54.5
1802,The Incredible Adventures of Van Helsing,Action RPG|Role-Playing,Xbox One|PC,NeocoreGames,2015,12,1,65.5
1803,Fall of Light: Darkest Edition,Action Adventure|Action RPG|Role-Playing|Linear,Xbox One|PC|PlayStation 4|Switch,RuneHeads,2018,8,14,56.0
1804,FORCED,Action RPG|Role-Playing,Xbox One|PC|PlayStation 4,BetaDwarf,2015,10,21,63.0
1805,Revenant Dogma,Japanese-Style|Role-Playing,Xbox One|iPhone/iPad|PC|PlayStation 4|PlayStation Vita|Switch,EXE Create,2018,9,12,53.0
1806,Xuan-Yuan Sword: The Gate of Firmament,Japanese-Style|Role-Playing,Xbox One|PC,DOMO Studio,2018,1,24,52.0
1807,Trulon: The Shadow Engine,Japanese-Style|Role-Playing,Xbox One|PC|PlayStation 4,Headup Games,2017,2,24,49.0
1808,Korgan,Action RPG|Role-Playing,Xbox One,Codestalkers,2018,4,27,49.0
1809,Hell Warders,Action RPG|Role-Playing,Xbox One|PC|PlayStation 4|Switch,Ares Games,2019,3,20,48.0
1810,Dead Age,Role-Playing|Roguelike,Xbox One|iPhone/iPad|PC,Headup Games,2018,9,7,45.0
1811,Overlord: Fellowship of Evil,Action RPG|Role-Playing,Xbox One|PC|PlayStation 4,Codemasters,2015,10,20,30.0
1812,Punch Club,Combat|Sports|Virtual|Career|Boxing / Martial Arts|Simulation|Individual,Xbox One|3DS|iPhone/iPad|PC|PlayStation 4|Switch,tinyBuild,2017,3,31,72.22
1813,Elite Dangerous: Horizons,Combat|Simulation|Space,Xbox One|PC,Frontier Developments,2016,6,3,75.0
1814,Train Sim World: Founder's Edition,Simulation|Vehicle|Train,Xbox One,Dovetail Games,2018,3,9,73.0
1815,ScreamRide,Simulation|General,Xbox One|Xbox 360,Frontier Developments,2015,3,3,71.0
1816,This is the Police 2,Simulation|Virtual|Career,Xbox One|PC|PlayStation 4|Switch,Weappy Studio,2018,9,25,64.33
1817,Crossout,Combat|Simulation|Vehicle,Xbox One|PC|PlayStation 4,Gaijin Entertainment,2017,5,30,68.0
1818,Gas Guzzlers Extreme,Combat|Simulation|Vehicle,Xbox One|PC,Iceberg Interactive,2016,11,4,67.5
1819,Goat Simulator: Mmore Goatz Edition,Simulation|General,Xbox One|Xbox 360,Coffee Stain Studios,2015,8,26,62.0
1820,Guts and Glory,Civilian|Simulation|Vehicle,Xbox One|iPhone/iPad|PC|PlayStation 4|Switch,HakJak Productions,2018,7,19,59.0
1821,Bridge Constructor,Virtual|Miscellaneous|Career|Simulation|General,Xbox One|iPhone/iPad|PC|PlayStation 4|PlayStation Vita,ClockStone Software,2015,8,21,67.0
1822,Goat Simulator: The Bundle,Simulation|General,Xbox One|PlayStation 4,Coffee Stain Studios,2016,3,4,58.0
1823,OlliOlli2: XL Edition,Skate / Skateboard|Sports|Individual,Xbox One|PC|PlayStation 4|PlayStation Vita,roll7,2016,5,24,83.0
1824,Don Bradman Cricket 17,Sports|Cricket|Team,Xbox One|PC|PlayStation 4,Big Ant Studios,2016,12,15,83.0
1825,Super Mega Baseball: Extra Innings,Sports|Baseball|Arcade|Team,Xbox One|PC|PlayStation 3|PlayStation 4,Metalhead Software,2015,8,14,80.0
1826,OlliOlli,Skate / Skateboard|Sports|Individual,Xbox One|3DS|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U,Tom Hegarty,2015,3,6,78.75
1827,Crayola Scoot,Sports|Individual|Other,Xbox One|PC|PlayStation 4|Switch,Outright Games,2018,10,16,70.0
1828,Powerstar Golf,Sports|Arcade|Traditional|Golf|Individual,Xbox One,Zoe Mode,2013,11,22,65.0
1829,Legendary Eleven,Sports|Arcade|Soccer|Team,Xbox One|PC|PlayStation 4|Switch,Eclipse Games,2019,1,4,63.0
1830,NBA 2K Playgrounds 2,Sports|Arcade|Team|Basketball,Xbox One|PC|PlayStation 4|Switch,Saber Interactive,2018,10,16,65.5
1831,Bike Mayhem 2,Sports|Biking|Individual,Xbox One,Goldmark Studios,2016,2,5,61.0
1832,Kinect Sports Rivals,Sports|General,Xbox One,Microsoft Game Studios,2014,4,8,60.0
1833,R.B.I. Baseball 15,Sports|Baseball|Arcade|Team,Xbox One|iPhone/iPad|PC|PlayStation 4,MLB.com| MLB AM,2015,4,1,46.0
1834,R.B.I. Baseball 18,Sports|Baseball|Arcade|Team,Xbox One|iPhone/iPad|PlayStation 4|Switch,MLB AM,2018,3,20,41.5
1835,Fighter Within,Sports|General,Xbox One,Ubisoft,2013,11,19,23.0
1836,Kingdom: New Lands,Strategy|General,Xbox One|iPhone/iPad|PC|PlayStation 4|Switch,Noio,2016,8,9,80.5
1837,Cities: Skylines - Xbox One Edition,Government|Strategy|Management,Xbox One|PC|PlayStation 4|Switch,Tantalus,2017,4,21,81.0
1838,Wargroove,Tactics|Strategy|General|Turn-Based,Xbox One|PC|Switch,Chucklefish,2019,2,1,82.33
1839,Plague Inc: Evolved,Strategy|General|Turn-Based|Sci-Fi,Xbox One|PC|PlayStation 4,Ndemic Creations,2015,9,18,80.0
1840,World of Van Helsing: Deathtrap,Strategy|General,Xbox One|PC,NeocoreGames,2016,12,30,80.0
1841,Tropico 5 Penultimate Edition,Government|Strategy|Management,Xbox One,Kalypso,2016,5,24,75.0
1842,Project Highrise: Architect's Edition,Strategy|Business / Tycoon|Management,Xbox One|PC|PlayStation 4|Switch,SomaSim,2018,10,23,73.0
1843,Dungeons 3,Strategy|General,Xbox One|PC|PlayStation 4,Realmforge Studios,2017,10,17,73.5
1844,Massive Chalice,Turn-Based|Tactics|Strategy|General|Fantasy,Xbox One|PC,Double Fine Productions,2015,6,1,72.5
1845,Fable Fortune,Tactics|Strategy|Turn-Based,Xbox One|PC,Mediatonic,2018,2,22,66.5
1846,Planetbase,Government|Strategy|Management,Xbox One|PC|PlayStation 4,Madruga Works,2017,5,3,70.0
1847,Zoo Tycoon,Tycoon|Business / Tycoon|Strategy|Management,Xbox One|Xbox 360,Frontier Developments,2013,11,22,68.0
1848,Magic: Duels of the Planeswalkers 2015,Card Battle|Strategy|Turn-Based|Miscellaneous,Xbox One|iPhone/iPad|PC|Xbox 360,Wizards of the Coast,2014,11,5,59.5
1849,Shoppe Keep,Strategy|Business / Tycoon|Management,Xbox One|PC|PlayStation 4,Excalibur Publishing,2018,3,2,57.0
1850,Warhammer Quest,Strategy|General|Turn-Based,Xbox One|iPhone/iPad|PC|PlayStation 4|Switch,Chilled Mouse,2017,2,24,61.0
1851,Super Mario Odyssey,Action|3D|Platformer,Switch,Nintendo,2017,10,27,97.0
1852,Super Smash Bros. Ultimate,Action|2D|Fighting,Switch,Nintendo| HAL Labs| Bandai Namco Games| Sora Ltd.,2018,12,7,93.0
1853,Shovel Knight: Treasure Trove,Action|2D|Platformer,Switch|PlayStation 4,Yacht Club Games,2017,3,3,91.0
1854,Mark of the Ninja: Remastered,Action|2D|Platformer,Switch|PC|PlayStation 4|Xbox One,Klei Entertainment,2018,10,9,89.0
1855,TowerFall,General|Action,Switch|PC|PlayStation 4|PlayStation Vita|Xbox One,Matt Thorson,2018,9,27,89.0
1856,Ikaruga,Vertical|Action|Shoot-'Em-Up|Shooter,Switch|PC|PlayStation 4|Xbox 360,Treasure,2018,5,29,86.0
1857,Cave Story +,Action|2D|Platformer,Switch|PC,Nicalis,2017,6,20,88.0
1858,Deemo,Rhythm|Action|Music,Switch|PlayStation Vita,Flyhigh Works,2017,9,28,88.0
1859,Blaster Master Zero II,Action|Shoot-'Em-Up|Top-Down|Shooter,Switch,Inti Creates,2019,3,20,86.0
1860,Donkey Kong Country: Tropical Freeze,Action|2D|Platformer,Switch|Wii U,Retro Studios,2018,5,4,84.0
1861,Assault Android Cactus+,Action|Shoot-'Em-Up|Top-Down|Shooter,Switch,Witch Beam,2019,3,8,86.0
1862,Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,Rhythm|Action|Music,Switch,Brace Yourself Games,2019,6,13,86.0
1863,The Binding of Isaac: Afterbirth +,Action|Shoot-'Em-Up|Top-Down|Shooter,Switch|PC|PlayStation 4,Edmund McMillen| Nicalis,2017,3,17,85.0
1864,Mutant Mudds Collection,Action|Platformer|Compilation|Miscellaneous|2D,Switch,Renegade Kid| Atooi LLC,2017,12,14,85.0
1865,Mario + Rabbids: Kingdom Battle,General|Action|Turn-Based|Tactics|Strategy,Switch,Ubisoft| Ubisoft Milan,2017,8,29,85.0
1866,Shovel Knight: Specter of Torment,Action|2D|Platformer,Switch|3DS|PC|PlayStation 4|PlayStation Vita|Wii U,Yacht Club Games,2017,3,3,84.0
1867,Rayman Legends: Definitive Edition,Action|2D|Platformer,Switch,Ubisoft Montpellier| Pasta Games,2017,9,12,84.0
1868,Kingdom: Two Crowns,General|Action,Switch|PC|PlayStation 4|Xbox One,Raw Fury| Noio,2018,12,11,84.0
1869,Danmaku Unlimited 3,Vertical|Action|Shoot-'Em-Up|Shooter,Switch|iPhone/iPad|PC,Doragon Entertainment,2018,3,13,84.0
1870,Ape Out,Action|Shoot-'Em-Up|Top-Down|Shooter,Switch|PC,Gabe Cuzzillo,2019,2,28,83.5
1871,ACA NeoGeo: Blazing Star,Action|Shoot-'Em-Up|Horizontal|Shooter,Switch|iPhone/iPad|PlayStation 4|Xbox One,Yumekobo,2017,5,2,84.0
1872,Baba Is You,General|Puzzle|Action Adventure|Action,Switch|PC,Hempuli Oy| MP2 Games,2019,3,13,85.5
1873,World of Goo,Puzzle|Action,Switch|iPhone/iPad|PC,Tomorrow Corporation,2017,3,16,90.0
1874,Just Shapes & Beats,Rhythm|Action|Music,Switch|PC|PlayStation 4,Berzerk Studio,2018,5,31,83.0
1875,Katana ZERO,Action|2D|Platformer,Switch|PC|PlayStation 4,Askiisoft,2019,4,17,83.0
1876,Duck Game,General|Action,Switch|PC|PlayStation 4,Landon Podbielski,2019,5,1,82.5
1877,Splatoon 2,Third-Person|Arcade|Action|Shooter,Switch,Nintendo,2017,7,21,83.0
1878,GRIS,Action|2D|Platformer,Switch|PC,Nomada Studio,2018,12,13,83.5
1879,Overcooked! 2: Surf 'n' Turf,Arcade|Action,Switch|PC|PlayStation 4|Xbox One,Ghost Town Games Ltd.,2018,10,3,83.0
1880,Splasher,Action|2D|Platformer,Switch|PC|PlayStation 4|Xbox One,Splashteam,2017,10,26,81.0
1881,Dynasty Warriors 8: Xtreme Legends - Definitive Edition,Action|Beat-'Em-Up|3D,Switch|PC|PlayStation 4|PlayStation Vita,Omega Force,2018,12,27,83.0
1882,Flat Heroes,Action|2D|Platformer,Switch|PC,Parallel Circles,2018,8,2,82.0
1883,Arcade Archives: Donkey Kong,Action|2D|Platformer,Switch,Nintendo,2018,6,14,82.0
1884,Splatoon 2: Octo Expansion,Third-Person|Arcade|Action|Shooter,Switch,Nintendo,2018,6,13,82.0
1885,Freedom Planet,Action|2D|Platformer,Switch|PC|PlayStation 4|Wii U,GalaxyTrail,2018,8,30,83.0
1886,Toki Tori,Puzzle|Action,Switch|3DS|iPhone/iPad|PC|PlayStation 3|Wii U,Two Tribes,2018,3,30,80.67
1887,Captain Toad: Treasure Tracker,Action|3D|Platformer,Switch|3DS|Wii U,Nintendo EAD Tokyo | Nintendo Software Technology,2018,7,13,80.67
1888,RIVE: Ultimate Edition,Action|2D|Platformer,Switch|PC|PlayStation 4,Two Tribes,2017,11,17,82.0
1889,Super One More Jump,Action|2D|Platformer,Switch|iPhone/iPad,SMG Studio,2018,1,25,81.0
1890,Cytus Alpha,Rhythm|Action|Music,Switch,Rayark Inc.,2019,4,25,81.0
1891,VOEZ,Rhythm|Action|Music,Switch|iPhone/iPad,Flyhigh Works,2017,3,9,85.5
1892,Captain Toad: Treasure Tracker - Special Episode,Action|3D|Platformer,Switch,Nintendo Software Technology,2019,3,14,81.0
1893,Blazing Beaks,Action|Shoot-'Em-Up|Top-Down|Shooter,Switch|PC,Applava,2019,5,10,81.0
1894,BoxBoy! + BoxGirl!,Puzzle|Action,Switch,HAL Labs,2019,4,26,81.0
1895,Pinball FX3: Bethesda Pinball,Pinball|Action,Switch|PC|PlayStation 4|Xbox One,Zen Studios,2018,4,4,80.0
1896,New Super Mario Bros. U Deluxe,Action|2D|Platformer,Switch,Nintendo,2019,1,11,80.0
1897,OkunoKA,Action|2D|Platformer,Switch,Caracal Games,2018,11,30,80.0
1898,ACA NeoGeo: The King of Fighters '98,Action|2D|Fighting,Switch|iPhone/iPad|PlayStation 4|Xbox One,SNK Playmore,2017,3,9,80.0
1899,Road to Ballhalla,Action|3D|Platformer,Switch|PC|PlayStation 4|Xbox One,tinyBuild,2018,8,2,77.5
1900,Aaero: Complete Edition,Rail|Action|Shooter,Switch|Xbox One,Mad Fellows Ltd,2018,12,24,80.0
1901,Pac-Man Championship Edition 2 Plus,Arcade|Action,Switch,Bandai Namco Games,2018,2,22,80.0
1902,Sega Ages - Lightening Force: Quest for the Darkstar,Action|Shoot-'Em-Up|Horizontal|Shooter,Switch,M2| TechnoSoft,2018,9,20,80.0
1903,My Friend Pedro,Action|2D|Platformer,Switch|PC,DeadToast Entertainment,2019,6,20,80.5
1904,VVVVVV,Action|2D|Platformer,Switch|3DS|iPhone/iPad|PC|PlayStation 4|PlayStation Vita,Terry Cavanagh,2017,11,17,83.83
1905,Waking Violet,Puzzle|Action,Switch|PC|PlayStation 4|PlayStation Vita,Marco Mastropaolo,2018,6,29,79.0
1906,Yoshi's Crafted World,Action|3D|Platformer,Switch,Good-Feel,2019,3,28,79.0
1907,GoNNER,Action|2D|Platformer,Switch|PC|PlayStation 4|Xbox One,Art in Heart,2017,6,29,80.0
